,phrase,label,sentiment,subjectivity,language,count,gnd,geonames,geotype,latitude,longitude,continent,country,ipcc
Peru,Peru,GPE,0.00000000,0.00000000,de,1.90000000,4045312-1,3932488,A,-10.00000000,-75.25000000,SOUTH-AMERICA,Peru,NWS
Bochum,Bochum,GPE,0.00000000,0.00000000,de,1.90000000,4007328-2,2947416,P,51.48165000,7.21648000,EUROPE,Germany,WCE
Flut,Flut,GPE,0.00000000,0.00000000,de,1.90000000,,2926026,H,51.34669000,11.33460000,EUROPE,Germany,WCE
Alcácer,Alcácer,GPE,0.00000000,0.00000000,de,1.90000000,,8010615,A,38.38820000,-8.50011000,EUROPE-AFRICA,Portugal,MED
Nahost,Nahost,GPE,0.00000000,0.00000000,de,1.90000000,,0,,,,,,
Anschlag,Anschlag,GPE,0.00000000,0.00000000,de,1.90000000,5534317-X,2955929,P,51.16414000,7.48095000,EUROPE,Germany,WCE
Marokko,Marokko,GPE,0.00000000,0.00000000,de,1.90000000,4037680-1,2542007,A,28.50000000,-10.00000000,AFRICA,Morocco,SAH
aus,aus,GPE,0.00000000,0.00000000,de,1.90000000,4079879-3,4671654,P,30.26715000,-97.74306000,NORTH-AMERICA,United States,CNA
Infrastruktur - auch,Infrastruktur - auch,GPE,0.00000000,0.00000000,de,1.90000000,,0,,,,,,
vom Sturm,vom Sturm,GPE,0.00000000,0.00000000,de,1.90000000,,0,,,,,,
Militärschläge gegen,Militärschläge gegen,GPE,0.00000000,1.05263158,de,1.90000000,,0,,,,,,
Wetterwoche,Wetterwoche,GPE,-0.13157895,1.05263158,de,1.90000000,,0,,,,,,
South,South,LOC,0.06842105,0.24736842,en,1.90000000,,11887752,L,33.45876000,-90.15081000,NORTH-AMERICA,United States,CNA
Zentrum von Australien,Zentrum von Australien,GPE,0.00000000,0.00000000,de,1.90000000,,0,,,,,,
Für Berlin,Für Berlin,GPE,0.00000000,0.00000000,de,1.90000000,,6695214,S,52.49862000,13.37677000,EUROPE,Germany,WCE
Europa prägt,Europa prägt,GPE,0.00000000,0.00000000,de,1.90000000,,0,,,,,,
Teltow,Teltow,GPE,0.00000000,0.00000000,de,1.90000000,4109139-5,2894394,P,51.99607000,13.07979000,EUROPE,Germany,WCE
the Upper Midwest,the Upper Midwest,LOC,-0.01019737,0.45427632,en,1.90000000,,12212748,L,43.61327000,-88.28917000,NORTH-AMERICA,United States,ENA
Niedersachsen,Niedersachsen,GPE,0.00000000,0.00000000,de,1.90000000,4042226-4,2862926,A,52.83333000,9.16667000,EUROPE,Germany,WCE
Bremen,Bremen,GPE,0.00000000,0.00000000,de,1.90000000,4090044-7,2944388,P,53.07582000,8.80717000,EUROPE,Germany,NEU
Great Lakes,Great Lakes,LOC,0.42105263,0.92105263,en,1.90000000,4022167-2,12212304,L,44.57143000,-84.69022000,NORTH-AMERICA,United States,ENA
eastern seaboard,eastern seaboard,LOC,-0.13980263,0.39035088,en,1.90000000,,12212303,L,37.02332000,-77.36954000,NORTH-AMERICA,United States,ENA
Schleswig,Schleswig,GPE,0.00000000,0.00000000,de,1.90000000,4052692-6,2838632,A,54.20000000,9.75000000,EUROPE,Germany,NEU
erschweren den Alltag,erschweren den Alltag,LOC,0.00000000,0.00000000,de,1.90000000,,0,,,,,,
Milliardenhöhe,Milliardenhöhe,GPE,0.00000000,0.00000000,de,1.90000000,,0,,,,,,
Thüringen,Thüringen,GPE,0.00000000,0.00000000,de,1.90000000,4059979-6,2822542,A,50.91667000,11.00000000,EUROPE,Germany,WCE
Missouri,Missouri,GPE,0.21929825,0.52631579,en,1.90000000,4039591-1,4398678,A,38.25031000,-92.50046000,NORTH-AMERICA,United States,CNA
Rajasthan,Rajasthan,GPE,0.14473684,0.56578947,en,1.90000000,4076502-7,1258899,A,26.58333000,73.83333000,ASIA,India,SAS
Magic Kingdom Park,Magic Kingdom Park,GPE,0.05068226,0.62768031,en,1.90000000,,6620640,L,28.41875000,-81.58123000,NORTH-AMERICA,United States,ENA
Himachal Pradesh,Himachal Pradesh,GPE,0.02339181,0.26315789,en,1.90000000,4240080-6,1270101,A,31.91667000,77.25000000,ASIA,India,TIB
Washington,Washington,GPE,0.02923977,0.25438596,en,1.90000000,4064682-8,4140963,P,38.89511000,-77.03637000,NORTH-AMERICA,United States,ENA
South Australia,South Australia,LOC,-0.00897129,0.48325359,en,1.90000000,4078016-8,2061327,A,-30.00000000,135.00000000,OCEANIA,Australia,CAU
ATLANTA,ATLANTA,GPE,0.00000000,0.00000000,en,1.90000000,4086063-2,4180439,P,33.74900000,-84.38798000,NORTH-AMERICA,United States,ENA
Gujarat,Gujarat,GPE,-0.06309524,0.45175439,en,1.90000000,4058659-5,1255364,P,21.19594000,72.83023000,ASIA,India,SAS
Boise,Boise,GPE,0.15789474,0.52631579,en,1.90000000,4268673-8,5586437,P,43.61350000,-116.20345000,NORTH-AMERICA,United States,WNA
Joker,Joker,GPE,0.10526316,0.10526316,en,1.90000000,,982578,T,-25.08333000,30.53333000,AFRICA,South Africa,ESAF
Srinagar,Srinagar,GPE,-0.02631579,0.52631579,en,1.90000000,4349448-1,1255634,P,34.08565000,74.80555000,ASIA,India,WCA
Pensacola,Pensacola,GPE,0.00000000,0.05263158,en,1.90000000,4373570-8,4168228,P,30.42131000,-87.21691000,NORTH-AMERICA,United States,ENA
Kilkenny,Kilkenny,GPE,0.00000000,0.00000000,en,1.90000000,4265639-4,2963398,P,52.65417000,-7.25222000,EUROPE,Ireland,NEU
Mozambique,Mozambique,GPE,0.12320574,0.32894737,en,1.90000000,4039786-5,1036973,A,-18.25000000,35.00000000,AFRICA,Mozambique,ESAF
Maricopa County,Maricopa County,GPE,-0.42105263,0.73684211,en,1.90000000,4119970-4,5308655,P,33.44838000,-112.07404000,CENTRAL-AMERICA,United States,NCA
New Zealand,New Zealand,GPE,0.05502392,0.49043062,en,1.90000000,4041915-0,2186224,A,-42.00000000,174.00000000,OCEANIA,New Zealand,NZ
Wicklow,Wicklow,GPE,0.00000000,0.00000000,en,1.90000000,,2960931,T,53.08333000,-6.33333000,EUROPE,Ireland,NEU
Waterford,Waterford,GPE,0.00000000,0.00000000,en,1.90000000,4471434-8,2960992,P,52.25833000,-7.11194000,EUROPE,Ireland,NEU
Wexford,Wexford,GPE,0.00000000,0.00000000,en,1.90000000,4405190-6,2960964,P,52.33417000,-6.45750000,EUROPE,Ireland,NEU
Kimberley,Kimberley,GPE,0.05555556,0.22222222,en,1.80000000,4097902-7,990930,P,-28.73226000,24.76232000,AFRICA,South Africa,WSAF
Otago,Otago,GPE,0.03703704,0.37037037,en,1.80000000,4239149-0,2191562,P,-45.87416000,170.50361000,OCEANIA,New Zealand,NZ
Lumbini,Lumbini,GPE,0.07175926,0.38888889,en,1.80000000,4626588-0,12095451,A,28.09952000,82.52400000,ASIA,Nepal,TIB
Fiordland,Fiordland,GPE,0.17592593,0.50925926,en,1.80000000,,12185984,U,-45.23176000,166.28720000,OCEANIA,,NZ
Gandaki,Gandaki,GPE,0.07175926,0.38888889,en,1.80000000,,12095450,A,28.38431000,84.03806000,ASIA,Nepal,TIB
Langkawi,Langkawi,GPE,-0.06944444,0.15277778,en,1.80000000,4313963-2,6301256,S,6.32973000,99.72867000,ASIA,Malaysia,SEA
Brewster County,Brewster County,GPE,0.00000000,0.23611111,en,1.80000000,,5019222,P,43.69857000,-95.46862000,NORTH-AMERICA,United States,CNA
the Mississippi Valley,the Mississippi Valley,LOC,0.17604618,0.63576239,en,1.80000000,,4450347,P,34.15150000,-89.63147000,NORTH-AMERICA,United States,ENA
Valley,Valley,LOC,0.08796296,0.43981481,en,1.80000000,,3573374,P,18.21704000,-63.05783000,CENTRAL-AMERICA,Anguilla,CAR
Israel,Israel,GPE,-0.01851852,0.92592593,en,1.80000000,4027808-6,294640,A,31.50000000,34.75000000,EUROPE-AFRICA,Israel,MED
Pikeville,Pikeville,GPE,0.44444444,0.22222222,en,1.80000000,,4304232,P,37.47927000,-82.51876000,NORTH-AMERICA,United States,ENA
Sudurpaschim,Sudurpaschim,GPE,0.07175926,0.38888889,en,1.80000000,,0,,,,,,
Wheatbelt,Wheatbelt,GPE,0.12422969,0.43375350,en,1.70000000,,5685878,S,48.95779000,-110.33466000,NORTH-AMERICA,United States,WNA
San Antonio,San Antonio,GPE,0.27450980,0.31372549,en,1.70000000,4124107-1,4726206,P,29.42412000,-98.49363000,CENTRAL-AMERICA,United States,NCA
the Magic Kingdom,the Magic Kingdom,LOC,0.29411765,0.73529412,en,1.70000000,,6620640,L,28.41875000,-81.58123000,NORTH-AMERICA,United States,ENA
the Carolina Hurricanes,the Carolina Hurricanes,GPE,-0.23529412,0.23529412,en,1.70000000,,0,,,,,,
Potsdamer Platz,Potsdamer Platz,GPE,0.24019608,0.72058824,en,1.70000000,,2852454,S,52.50939000,13.37638000,EUROPE,Germany,WCE
Alaska,Alaska,GPE,-0.29687500,1.85243056,en,1.60000000,4001016-8,5879092,A,64.00028000,-150.00028000,NORTH-AMERICA,United States,NWN
Turnhalle,Turnhalle,GPE,0.00000000,0.00000000,de,1.60000000,,11821118,S,-22.56056000,17.08557000,AFRICA,Namibia,WSAF
Rio Bonito,Rio Bonito,GPE,0.08522727,0.50757576,en,1.60000000,,6323588,A,-27.46968000,-53.17038000,SOUTH-AMERICA,Brazil,SES
San Francisco,San Francisco,GPE,0.30722403,0.81634199,en,1.60000000,4344631-0,3600949,P,14.08180000,-87.20681000,CENTRAL-AMERICA,Honduras,SCA
Clayton County,Clayton County,GPE,0.00000000,0.00000000,en,1.60000000,,4508885,P,39.86311000,-84.36050000,NORTH-AMERICA,United States,ENA
Republik zu verändern,Republik zu verändern,GPE,0.00000000,0.00000000,de,1.60000000,,0,,,,,,
Nebraska,Nebraska,GPE,-0.16071429,1.58134921,en,1.40000000,4117792-7,5073708,A,41.50028000,-99.75067000,NORTH-AMERICA,United States,CNA
North Dakota,North Dakota,GPE,-0.16071429,1.58134921,en,1.40000000,4218173-2,5688025,P,46.80833000,-100.78374000,NORTH-AMERICA,United States,CNA
Maryland,Maryland,GPE,-0.17113095,0.96230159,en,1.40000000,4037776-3,4361885,A,39.00039000,-76.74997000,NORTH-AMERICA,United States,ENA
Bay of Bengal,Bay of Bengal,LOC,0.01190476,1.09523810,en,1.40000000,4080350-8,1281789,H,13.53920000,87.67090000,INDIAN,,BOB
Türkiye,Türkiye,GPE,0.14285714,0.95238095,en,1.40000000,4061163-2,298795,A,39.00000000,35.00000000,EUROPE-AFRICA,Turkey,MED
Istanbul,Istanbul,GPE,0.14285714,0.95238095,en,1.40000000,4088772-8,745044,P,41.01384000,28.94966000,EUROPE-AFRICA,Turkey,MED
Toronto,Toronto,GPE,0.62237762,1.35664336,en,1.30000000,4060459-7,6167865,P,43.70643000,-79.39864000,NORTH-AMERICA,Canada,ENA
Middle East,Middle East,LOC,0.03496503,0.13578089,en,1.30000000,,6269133,L,33.13906000,35.85869000,EUROPE-AFRICA,Syria,MED
Folge,Folge,GPE,0.00000000,0.00000000,de,1.30000000,,3156885,H,60.00000000,6.33333000,EUROPE,Norway,NEU
Burj Khalifa,Burj Khalifa,GPE,0.05128205,1.23076923,en,1.30000000,,6949499,S,25.19720000,55.27420000,ASIA,United Arab Emirates,ARP
Wisconsin,Wisconsin,GPE,-0.02617521,0.35042735,en,1.30000000,4119135-3,5279468,A,44.50024000,-90.00041000,NORTH-AMERICA,United States,CNA
"Kakinada, Andhra Pradesh","Kakinada, Andhra Pradesh",GPE,0.11538462,0.46153846,en,1.30000000,,1268561,P,16.96036000,82.23809000,ASIA,India,SAS
Northern Territory,Northern Territory,LOC,-0.28205128,0.38461538,en,1.30000000,4042588-5,6638952,,-77.55000000,163.31667000,POLAR,Antarctica,EAN
Purcell,Purcell,GPE,0.43269231,1.00961538,en,1.30000000,,4404843,P,37.24228000,-94.43523000,NORTH-AMERICA,United States,CNA
the Democratic Republic of Congo,the Democratic Republic of Congo,GPE,0.32371795,0.97435897,en,1.30000000,4067357-1,203312,A,-2.50000000,23.50000000,AFRICA,Democratic Republic of the Congo,CAF
Reformprojekte,Reformprojekte,GPE,0.00000000,0.00000000,de,1.30000000,,0,,,,,,
Machilipatnam,Machilipatnam,GPE,0.01282051,0.41025641,en,1.30000000,4228248-2,1264637,P,16.18747000,81.13888000,ASIA,India,SAS
Rwanda,Rwanda,GPE,0.38461538,0.69230769,en,1.30000000,4076910-0,49518,A,-2.00000000,30.00000000,AFRICA,Rwanda,SEAF
Doha,Doha,GPE,0.00000000,1.53846154,en,1.30000000,4219005-8,290030,P,25.28545000,51.53096000,ASIA,Qatar,ARP
Athens,Athens,GPE,-0.16410256,0.40384615,en,1.30000000,4003366-1,264371,P,37.98376000,23.72784000,EUROPE-AFRICA,Greece,MED
Melbourne,Melbourne,GPE,0.06570513,0.31410256,en,1.30000000,4038526-7,2158177,P,-37.81400000,144.96332000,OCEANIA,Australia,SAU
Egypt,Egypt,GPE,-0.41025641,0.76923077,en,1.30000000,4000556-2,357994,A,27.00000000,30.00000000,AFRICA,Egypt,SAH
Mississippi Valley,Mississippi Valley,LOC,0.10912698,1.19047619,en,1.20000000,,3715410,U,28.50000000,-89.75000000,NORTH-AMERICA,,ENA
Poland,Poland,GPE,0.13888889,1.22222222,en,1.20000000,4046496-9,798544,A,52.00000000,20.00000000,EUROPE,Poland,WCE
Vermont,Vermont,GPE,-0.03993056,0.94212963,en,1.20000000,4063093-6,5242283,A,44.00034000,-72.74983000,NORTH-AMERICA,United States,ENA
the Leech Lake Band,the Leech Lake Band,LOC,-0.03993056,0.94212963,en,1.20000000,,0,,,,,,
Bellevue,Bellevue,GPE,1.27777778,0.76388889,en,1.20000000,4445988-9,5786882,P,47.61038000,-122.20068000,NORTH-AMERICA,United States,WNA
Gaza City,Gaza City,GPE,0.41666667,0.55555556,en,1.20000000,4092680-1,281133,P,31.50161000,34.46672000,EUROPE-AFRICA,Palestinian Territory,MED
Western Alaska,Western Alaska,LOC,-0.24305556,0.21527778,en,1.20000000,,5555920,H,57.24794000,-135.45027000,NORTH-AMERICA,United States,NWN
Brüssel,Brüssel,GPE,0.00000000,0.00000000,de,1.20000000,4008460-7,2800866,P,50.85045000,4.34878000,EUROPE,Belgium,WCE
the Leech Lake Band of Ojibwe,the Leech Lake Band of Ojibwe,LOC,-0.16098485,0.98484848,en,1.10000000,,0,,,,,,
Lake Superior,Lake Superior,LOC,0.59090909,0.81818182,en,1.10000000,4075549-6,6048728,H,48.33222000,-87.09861000,NORTH-AMERICA,Canada,ENA
the Bronx Burners,the Bronx Burners,LOC,0.40000000,0.51742424,en,1.10000000,,0,,,,,,
the Bay of Bengal,the Bay of Bengal,LOC,-0.04545455,0.18181818,en,1.10000000,,5128897,P,43.23007000,-75.74824000,NORTH-AMERICA,United States,ENA
North Carolina,North Carolina,GPE,-0.06060606,0.39393939,en,1.10000000,4042551-4,4563243,P,18.38078000,-65.95739000,CENTRAL-AMERICA,Puerto Rico,CAR
Ojibwe,Ojibwe,GPE,0.00946970,0.54292929,en,1.10000000,,0,,,,,,
Nordic,Nordic,GPE,0.48760331,0.77685950,en,1.10000000,,2616167,L,62.00000000,-6.00000000,EUROPE,,NEU
Greater Seattle,Greater Seattle,GPE,0.48484848,0.56060606,en,1.10000000,,7200050,S,47.52240000,-122.37650000,NORTH-AMERICA,United States,WNA
Fayetteville,Fayetteville,GPE,-0.30476190,0.67857143,en,1.00000000,4250674-8,4110486,P,36.06258000,-94.15743000,NORTH-AMERICA,United States,CNA
Sicht,Sicht,GPE,0.00000000,0.00000000,de,1.00000000,,3870931,T,-49.47440000,-75.39818000,SOUTH-AMERICA,Chile,SSA
Hunderttausende,Hunderttausende,GPE,0.00000000,0.00000000,de,1.00000000,,0,,,,,,
Sangareddy,Sangareddy,GPE,0.00000000,0.00000000,en,1.00000000,1299766382,11875544,A,17.62893000,78.08468000,ASIA,India,SAS
Kälte,Kälte,GPE,0.00000000,0.00000000,de,1.00000000,,0,,,,,,
Schutz genommen,Schutz genommen,GPE,0.00000000,0.00000000,de,1.00000000,,0,,,,,,
Suryapet,Suryapet,GPE,0.00000000,0.00000000,en,1.00000000,,1255344,P,17.14054000,79.62045000,ASIA,India,SAS
Telangan,Telangan,GPE,0.10000000,0.27777778,en,1.00000000,,7087020,T,-8.46270000,115.50240000,ASIA,Indonesia,SEA
vom Sexismus-Vorwurf,vom Sexismus-Vorwurf,GPE,0.00000000,0.00000000,de,1.00000000,,0,,,,,,
Ozarks,Ozarks,GPE,0.21428571,0.42857143,en,1.00000000,4116860-4,4402288,L,36.91672000,-92.01682000,NORTH-AMERICA,United States,CNA
Nepals,Nepals,GPE,-0.02500000,0.17500000,en,1.00000000,,0,,,,,,
wenigen Tagen,wenigen Tagen,GPE,0.00000000,0.00000000,de,1.00000000,,0,,,,,,
leerstehendem Haus entdeckt,leerstehendem Haus entdeckt,LOC,0.00000000,0.00000000,de,1.00000000,,0,,,,,,
Nebensätze,Nebensätze,GPE,0.00000000,0.00000000,de,1.00000000,,0,,,,,,
Mitte,Mitte,GPE,0.00000000,0.00000000,de,1.00000000,,6545310,P,52.52003000,13.40489000,EUROPE,Germany,WCE
Casterton,Casterton,GPE,0.12500000,0.33125000,en,1.00000000,16028366-8,2172132,P,-37.58489000,141.40297000,OCEANIA,Australia,SAU
Indien,Indien,GPE,0.00000000,0.00000000,de,1.00000000,4026722-2,1269750,A,22.00000000,79.00000000,ASIA,India,SAS
Wayanad,Wayanad,GPE,-0.05416667,0.41250000,en,1.00000000,1119100208,6951502,A,11.60500000,76.08300000,ASIA,India,SAS
the Great Lakes region,the Great Lakes region,LOC,0.27878788,0.53484848,en,1.00000000,,12212304,L,44.57143000,-84.69022000,NORTH-AMERICA,United States,ENA
Thiruvananthapuram,Thiruvananthapuram,GPE,0.42500000,0.52500000,en,1.00000000,4244302-7,1254163,P,8.48550000,76.94924000,ASIA,India,SAS
Nadia,Nadia,GPE,0.12500000,0.67500000,en,1.00000000,,1262293,A,23.25000000,88.50000000,ASIA,India,SAS
Hooghly,Hooghly,GPE,0.00000000,0.00000000,en,1.00000000,4258442-5,1269910,P,22.90877000,88.39674000,ASIA,India,SAS
Howrah,Howrah,GPE,0.00000000,0.00000000,en,1.00000000,4522184-4,1270396,P,22.57688000,88.31857000,ASIA,India,SAS
the west coast,the west coast,LOC,0.00000000,0.00000000,en,1.00000000,,12492673,L,39.28000000,-155.26000000,PACIFIC,United States,NPO
Bay Area,Bay Area,LOC,0.21428571,0.57142857,en,1.00000000,,2562541,P,35.95064000,14.41561000,EUROPE-AFRICA,Malta,MED
the Gulf of Mexico,the Gulf of Mexico,LOC,0.10000000,0.86666667,en,1.00000000,,4164131,P,29.94809000,-85.41995000,NORTH-AMERICA,United States,ENA
South Africa,South Africa,GPE,0.00000000,0.02500000,en,1.00000000,4078012-0,953987,A,-29.00000000,24.00000000,AFRICA,South Africa,WSAF
Pragmatismus,Pragmatismus,GPE,0.00000000,0.00000000,de,1.00000000,,0,,,,,,
Citrus County,Citrus County,GPE,0.00000000,0.00000000,en,1.00000000,,4151140,A,28.84757000,-82.52011000,NORTH-AMERICA,United States,ENA
Central West,Central West,LOC,0.21666667,0.49166667,en,1.00000000,,12110879,L,42.74936000,-96.39971000,NORTH-AMERICA,United States,CNA
Lake Charles,Lake Charles,GPE,0.13000000,0.47000000,en,1.00000000,,4330236,P,30.21309000,-93.20440000,NORTH-AMERICA,United States,CNA
Calif.,Calif.,GPE,0.00000000,0.02500000,en,1.00000000,,11071615,L,34.68743000,-116.78467000,NORTH-AMERICA,United States,WNA
Vic,Vic,GPE,-0.12500000,1.00000000,en,1.00000000,4294389-9,3106050,P,41.93012000,2.25486000,EUROPE-AFRICA,Spain,MED
Donnerstag,Donnerstag,GPE,0.00000000,0.00000000,de,1.00000000,,0,,,,,,
Karneval,Karneval,GPE,0.00000000,0.00000000,de,1.00000000,,0,,,,,,
allein,allein,GPE,0.00000000,0.00000000,de,1.00000000,,6543055,A,45.80756000,7.27140000,EUROPE,Italy,WCE
SA,SA,GPE,-0.12500000,1.00000000,en,1.00000000,,6255150,L,-14.60485000,-57.65625000,SOUTH-AMERICA,Brazil,SAM
New York Jets,New York Jets,GPE,0.13636364,0.45454545,en,1.00000000,,0,,,,,,
Südwestfrankreich,Südwestfrankreich,GPE,0.00000000,0.00000000,de,1.00000000,,0,,,,,,
Uhr konnte,Uhr konnte,GPE,0.00000000,0.00000000,de,1.00000000,,0,,,,,,
Lübeck gibt,Lübeck gibt,GPE,0.00000000,0.00000000,de,1.00000000,,0,,,,,,
Engenhahn,Engenhahn,GPE,0.00000000,0.00000000,de,1.00000000,2106325-4,2930197,P,50.17388000,8.24969000,EUROPE,Germany,WCE
kam es,kam es,GPE,0.00000000,0.00000000,de,1.00000000,,537500,L,43.25433000,43.14199000,ASIA,Russia,WCA
Frankreic,Frankreic,GPE,0.00000000,0.00000000,de,1.00000000,,0,,,,,,
WASHINGTON,WASHINGTON,GPE,-0.11805556,0.22222222,en,1.00000000,4064682-8,4140963,P,38.89511000,-77.03637000,NORTH-AMERICA,United States,ENA
the Bay of Plenty and Rotorua,the Bay of Plenty and Rotorua,LOC,0.00000000,0.00000000,en,1.00000000,,0,,,,,,
BOP,BOP,GPE,0.00000000,0.00000000,en,1.00000000,,2247849,P,14.90885000,-17.00266000,AFRICA,Senegal,SAH
Maine,Maine,GPE,-0.05000000,0.10000000,en,1.00000000,4114929-4,4971068,A,45.50032000,-69.24977000,NORTH-AMERICA,United States,ENA
SAN JOSE,SAN JOSE,GPE,0.00000000,0.02500000,en,1.00000000,4116320-5,3621849,P,9.93388000,-84.08489000,CENTRAL-AMERICA,Costa Rica,SCA
der süditalienischen,der süditalienischen,GPE,0.00000000,0.00000000,de,1.00000000,,0,,,,,,
Southeast Bay,Southeast Bay,LOC,0.00000000,0.65000000,en,1.00000000,,9534547,P,9.81371000,105.82096000,ASIA,Vietnam,SEA
Apulien,Apulien,GPE,0.00000000,0.00000000,de,1.00000000,4002508-1,3169778,A,41.00164000,16.73378000,EUROPE-AFRICA,Italy,MED
Clare,Clare,GPE,0.00000000,0.00000000,en,1.00000000,4408326-9,4988933,P,43.81947000,-84.76863000,NORTH-AMERICA,United States,ENA
Kununurra,Kununurra,GPE,0.00000000,0.00000000,en,1.00000000,4364389-9,2068110,P,-15.77825000,128.74208000,OCEANIA,Australia,NAU
Open-Meteo,Open-Meteo,GPE,0.00000000,0.00000000,en,1.00000000,,0,,,,,,
Odisha,Odisha,GPE,0.13333333,0.46666667,en,1.00000000,1319054684,1261029,A,20.50000000,84.41667000,ASIA,India,SAS
Wien,Wien,GPE,0.00000000,0.00000000,de,1.00000000,4066009-6,2761369,P,48.20849000,16.37208000,EUROPE,Austria,WCE
the Ohio Valley,the Ohio Valley,LOC,0.20833333,0.40277778,en,1.00000000,,5151630,L,41.26085000,-81.57116000,NORTH-AMERICA,United States,ENA
Izmir gestrandet,Izmir gestrandet,GPE,0.00000000,0.00000000,de,1.00000000,,0,,,,,,
Biberach,Biberach,GPE,0.00000000,0.00000000,de,1.00000000,4006424-4,2949423,P,48.09345000,9.79053000,EUROPE,Germany,WCE
Passau,Passau,GPE,0.00000000,0.00000000,de,1.00000000,4044828-9,2855328,P,48.56650000,13.43122000,EUROPE,Germany,WCE
leide,leide,GPE,0.00000000,0.00000000,de,1.00000000,,9657776,T,58.66108000,6.94054000,EUROPE,Norway,NEU
Mechanismen des Länderfinanzausgleichs kritisiert,Mechanismen des Länderfinanzausgleichs kritisiert,GPE,0.00000000,0.00000000,de,1.00000000,,0,,,,,,
the southeast Bay,the southeast Bay,LOC,0.13333333,0.46666667,en,1.00000000,,1567730,H,8.75123000,104.82056000,ASIA,Vietnam,SEA
fordert,fordert,GPE,0.00000000,0.00000000,de,1.00000000,,0,,,,,,
Malchow,Malchow,GPE,0.00000000,0.00000000,de,1.00000000,4037210-8,2874122,P,53.47477000,12.42210000,EUROPE,Germany,WCE
Kan.,Kan.,GPE,0.07500000,0.64000000,en,1.00000000,,1586203,P,10.03711000,105.78825000,ASIA,Vietnam,SEA
Obacht,Obacht,GPE,0.00000000,0.00000000,de,1.00000000,,0,,,,,,
West Coast,West Coast,LOC,0.40000000,0.90000000,en,1.00000000,,12492673,L,39.28000000,-155.26000000,PACIFIC,United States,NPO
Düsseldorf,Düsseldorf,GPE,0.00000000,0.00000000,de,1.00000000,4013255-9,2934246,P,51.22172000,6.77616000,EUROPE,Germany,WCE
Steglitz-Zehlendorf,Steglitz-Zehlendorf,GPE,0.00000000,0.00000000,de,1.00000000,7602790-9,2805059,P,52.43333000,13.25000000,EUROPE,Germany,WCE
Ausstattung,Ausstattung,GPE,0.00000000,0.00000000,de,1.00000000,,0,,,,,,
Özdemir,Özdemir,GPE,0.00000000,0.00000000,de,1.00000000,,314496,P,36.87512000,30.05814000,EUROPE-AFRICA,Turkey,MED
den letzten Umfragen,den letzten Umfragen,GPE,0.00000000,0.00000000,de,1.00000000,,0,,,,,,
Washington County,Washington County,GPE,0.00000000,0.25000000,en,1.00000000,4064682-8,4140963,P,38.89511000,-77.03637000,NORTH-AMERICA,United States,ENA
Typhoon Halong’s,Typhoon Halong’s,GPE,-0.12500000,0.12500000,en,1.00000000,,0,,,,,,
Western Türkiye,Western Türkiye,LOC,0.03125000,0.25000000,en,1.00000000,4061163-2,298795,A,39.00000000,35.00000000,EUROPE-AFRICA,Turkey,MED
Lake,Lake,GPE,0.00000000,0.00000000,en,1.00000000,4118295-9,5780993,P,40.76078000,-111.89105000,NORTH-AMERICA,United States,WNA
the Tasman Sea,the Tasman Sea,LOC,0.21428571,0.42857143,en,1.00000000,,0,,,,,,
Southland,Southland,GPE,0.06666667,0.66666667,en,1.00000000,,2182501,A,-45.66667000,168.00000000,OCEANIA,New Zealand,NZ
New Jersey,New Jersey,GPE,-0.28787879,0.45151515,en,1.00000000,4442932-0,5099836,P,40.72816000,-74.07764000,NORTH-AMERICA,United States,ENA
Shark Bay,Shark Bay,LOC,0.00000000,0.00000000,de,1.00000000,4639597-0,12097302,L,-24.86639000,112.78010000,OCEANIA,Australia,CAU
Palm Bay,Palm Bay,GPE,-0.17777778,0.39444444,en,1.00000000,,4167499,P,28.03446000,-80.58866000,NORTH-AMERICA,United States,ENA
Dubai,Dubai,GPE,0.00000000,0.00000000,de,1.00000000,4204044-9,292223,P,25.07725000,55.30927000,ASIA,United Arab Emirates,ARP
Wolkenkratzer,Wolkenkratzer,GPE,0.00000000,0.00000000,de,1.00000000,,0,,,,,,
einer technischen,einer technischen,GPE,0.00000000,0.00000000,de,1.00000000,,0,,,,,,
einem Altenheim,einem Altenheim,GPE,0.00000000,0.00000000,de,1.00000000,,0,,,,,,
Wohnungen,Wohnungen,GPE,0.00000000,0.00000000,de,1.00000000,,0,,,,,,
Berlin-Adlershof,Berlin-Adlershof,GPE,0.00000000,0.00000000,de,1.00000000,5020448-8,2959441,P,52.43548000,13.54825000,EUROPE,Germany,WCE
Fehlerverhalten nach,Fehlerverhalten nach,GPE,0.00000000,0.00000000,de,1.00000000,,0,,,,,,
Adlershof,Adlershof,LOC,0.00000000,0.00000000,de,1.00000000,5020448-8,2959441,P,52.43548000,13.54825000,EUROPE,Germany,WCE
würde die,würde die,GPE,0.00000000,0.00000000,de,1.00000000,,0,,,,,,
Wolfram Weimer,Wolfram Weimer,GPE,0.00000000,0.00000000,de,1.00000000,,0,,,,,,
Göttliches,Göttliches,GPE,0.00000000,0.00000000,de,1.00000000,,0,,,,,,
Baden-Württemberg entschieden,Baden-Württemberg entschieden,GPE,0.00000000,0.00000000,de,1.00000000,,0,,,,,,
Verzeihung,Verzeihung,GPE,0.00000000,0.00000000,de,1.00000000,,0,,,,,,
